word|start_time|end_time|duration|pause_before|pause_after|pos|punctuation_before|punctuation_after|speech_rate_phon|f0_mean|i0_mean|f0_slope|i0_slope|f0_sd|i0_sd|f0_range|i0_range|f0_contour_xaxis|f0_contour|i0_contour_xaxis|i0_contour
florence|23.37|23.92|0.0|0.0|0.0|NN|||-1|-5.8858|3.2886|155.8488|-637.1506|0.6898|7.3657|2.9546|28.3739|[35.0, 36.0, 37.0, 38.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 91.0, 92.0]|[204.089, 200.28, 199.555, 198.605, 196.922, 200.933, 200.624, 199.791, 199.885, 198.299, 196.213, 195.295, 194.766, 194.409, 193.766, 193.164, 192.55, 192.123, 191.543, 191.681, 192.567, 192.979, 192.173, 190.16, 188.965, 189.357, 189.027, 186.354, 184.747, 184.449, 183.958, 182.565, 182.142, 182.192, 181.997, 181.972, 181.649, 180.561, 179.975, 181.938, 186.215, 185.525, 185.718, 186.266, 185.704, 185.945, 186.479, 185.169, 182.119, 177.19, 172.361, 172.068]|[]|[]
rome|24.06|24.36|0.0|0.14|0.0|NN|,||-1|-6.3715|7.6374|83.8749|-94.3177|0.4655|1.8381|2.7269|6.1504|[4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 19.0, 21.0, 23.0, 25.0, 27.0, 29.0, 31.0, 33.0, 35.0, 37.0, 39.0, 41.0, 43.0, 45.0, 47.0, 49.0, 52.0, 54.0, 56.0, 58.0, 60.0, 62.0, 64.0, 66.0, 68.0, 70.0, 72.0, 74.0, 76.0, 78.0, 80.0, 83.0, 85.0, 87.0, 89.0, 91.0, 93.0, 95.0]|[209.185, 195.362, 190.971, 191.069, 189.796, 186.624, 184.73, 184.64, 184.474, 182.461, 180.605, 181.031, 180.708, 181.575, 183.868, 183.751, 184.796, 186.833, 185.892, 184.819, 183.663, 183.331, 181.322, 180.173, 181.617, 181.637, 182.727, 182.699, 182.917, 182.962, 182.283, 183.016, 182.583, 182.156, 182.683, 182.002, 178.805, 182.284, 182.582, 180.973, 180.649, 179.232, 179.23, 178.699, 178.751]|[]|[]
and|24.36|24.5|0.0|0.0|0.0|CC|||-1|-6.9761|2.8316|-560.9927|632.1648|1.517|0.9865|6.3572|3.5169|[10.0, 14.0, 19.0, 24.0, 28.0, 33.0, 38.0, 42.0, 47.0, 52.0, 57.0, 61.0, 66.0, 71.0, 75.0, 80.0, 85.0, 89.0]|[174.01, 172.435, 171.374, 169.888, 166.389, 177.788, 173.105, 174.492, 172.897, 173.435, 174.306, 172.565, 172.852, 172.692, 169.407, 172.499, 206.357, 240.216]|[]|[]
bolivar|24.53|25.01|0.0|0.03|0.0|NN|||-1|-1.8818|2.1091|-967.2981|-8.0737|4.5588|4.2716|13.6065|24.7707|[16.0, 17.0, 18.0, 20.0, 21.0, 22.0, 24.0, 25.0, 26.0, 28.0, 29.0, 30.0, 32.0, 33.0, 34.0, 36.0, 37.0, 38.0, 40.0, 41.0, 42.0, 44.0, 45.0, 46.0, 48.0, 49.0, 50.0, 51.0, 53.0, 54.0, 55.0, 57.0, 58.0, 59.0, 61.0, 62.0, 63.0, 65.0, 66.0, 67.0, 69.0, 70.0, 71.0, 73.0, 74.0, 75.0, 77.0, 78.0, 79.0, 81.0, 82.0, 83.0, 85.0, 86.0, 87.0, 89.0, 90.0, 91.0, 93.0, 94.0, 95.0, 97.0]|[175.079, 176.162, 175.655, 177.273, 175.681, 175.484, 179.065, 177.667, 177.294, 176.672, 177.007, 177.499, 180.169, 179.798, 179.718, 179.244, 182.61, 188.421, 194.109, 194.051, 197.296, 200.082, 202.051, 203.199, 208.354, 210.57, 213.81, 219.261, 221.57, 221.177, 217.927, 214.167, 216.509, 222.669, 232.854, 244.006, 253.122, 258.673, 261.711, 265.746, 270.992, 276.44, 283.517, 287.982, 292.049, 298.898, 303.373, 311.228, 318.303, 325.072, 330.212, 338.199, 340.745, 344.064, 346.938, 345.798, 350.531, 355.073, 361.249, 366.988, 375.364, 384.207]|[]|[]
italy|25.04|25.37|0.0|0.03|0.0|NN|||-1|-2.3696|3.2204|-1040.8487|-335.4409|3.0765|4.1528|10.439|15.6755|[22.0, 23.0, 25.0, 26.0, 28.0, 29.0, 31.0, 32.0, 34.0, 36.0, 37.0, 39.0, 40.0, 42.0, 43.0, 45.0, 46.0, 48.0, 49.0, 51.0, 53.0, 54.0, 56.0, 57.0, 59.0, 60.0, 62.0, 63.0, 65.0, 67.0, 68.0, 70.0, 71.0, 73.0, 74.0, 76.0, 77.0, 79.0, 80.0, 82.0, 84.0, 85.0, 87.0, 88.0, 90.0, 91.0, 93.0, 94.0, 96.0]|[185.85, 187.382, 185.436, 186.904, 188.092, 187.01, 186.527, 184.345, 179.455, 184.934, 188.011, 185.212, 199.195, 206.187, 213.179, 227.163, 224.296, 216.694, 205.441, 201.911, 214.432, 218.378, 225.143, 225.222, 227.655, 227.719, 230.821, 232.715, 233.322, 233.231, 239.034, 243.429, 244.818, 249.874, 253.607, 260.552, 270.4, 273.915, 279.321, 283.43, 288.204, 292.919, 293.929, 300.865, 302.863, 302.322, 308.195, 317.662, 327.965]|[]|[]
and|26.2|26.96|0.0|0.83|0.0|CC|||-1|-7.3065|3.2945|301.512|369.8263|2.8652|4.9828|9.5234|25.1629|[9.0, 10.0, 11.0, 12.0, 12.0, 13.0, 14.0, 15.0, 16.0, 16.0, 17.0, 18.0, 19.0, 20.0, 20.0, 21.0, 22.0, 23.0, 24.0, 24.0, 25.0, 26.0, 27.0, 28.0, 28.0, 29.0, 30.0, 31.0, 32.0, 32.0, 33.0, 34.0, 35.0, 36.0, 36.0, 37.0, 38.0, 39.0, 40.0, 40.0, 41.0, 42.0, 43.0, 44.0, 44.0, 45.0, 46.0, 47.0, 48.0, 48.0, 49.0, 50.0, 51.0, 51.0, 52.0, 53.0, 54.0, 55.0, 55.0, 56.0, 57.0, 58.0, 59.0, 59.0, 60.0, 61.0, 62.0, 63.0, 63.0, 64.0, 65.0, 66.0, 67.0, 67.0, 68.0, 69.0, 70.0, 71.0, 71.0, 72.0, 73.0, 74.0, 75.0, 75.0, 76.0, 77.0, 78.0, 79.0, 79.0, 80.0, 81.0, 82.0, 83.0, 83.0, 84.0, 85.0, 86.0, 87.0, 87.0, 88.0, 89.0, 90.0, 90.0, 91.0, 92.0, 93.0, 94.0, 94.0, 95.0]|[193.989, 200.144, 200.456, 200.291, 199.722, 198.998, 197.848, 197.737, 196.776, 196.035, 195.454, 193.741, 191.417, 190.731, 189.844, 190.698, 191.119, 191.247, 191.676, 192.395, 192.798, 191.574, 189.98, 189.271, 187.972, 187.638, 189.012, 190.373, 190.682, 190.647, 190.27, 190.327, 189.698, 189.265, 189.994, 189.656, 189.654, 190.264, 190.569, 190.104, 189.169, 189.799, 188.939, 188.508, 188.319, 187.352, 186.595, 186.28, 186.151, 186.155, 186.404, 186.302, 185.742, 184.889, 184.746, 184.162, 182.462, 183.68, 188.0, 187.569, 186.881, 186.69, 186.853, 185.898, 186.564, 187.254, 186.803, 185.19, 185.96, 186.728, 184.377, 184.253, 184.835, 184.234, 183.376, 183.368, 182.82, 182.57, 182.952, 184.409, 183.124, 182.069, 180.43, 178.476, 175.516, 174.826, 177.4, 176.43, 160.031, 151.831, 143.632, 127.233, 128.206, 126.785, 126.074, 125.363, 124.652, 123.942, 123.231, 122.52, 121.81, 121.099, 120.388, 119.677, 118.967, 118.256, 116.835, 115.643, 115.823]|[]|[]
again|27.05|27.28|0.0|0.09|0.0|RB|||-1|-5.9728|6.3086|65.8414|-1221.8529|0.6515|4.7247|2.9234|18.3067|[6.0, 8.0, 11.0, 14.0, 16.0, 19.0, 22.0, 24.0, 27.0, 30.0, 32.0, 35.0, 38.0, 40.0, 43.0, 46.0, 48.0, 51.0, 53.0, 56.0, 59.0, 61.0, 64.0, 67.0, 69.0, 72.0, 75.0, 77.0, 80.0, 83.0, 85.0, 88.0, 91.0, 93.0]|[182.052, 191.863, 194.516, 198.227, 199.814, 187.592, 178.138, 172.563, 179.617, 183.144, 186.672, 190.199, 193.726, 197.253, 204.307, 203.161, 196.866, 191.755, 189.416, 190.315, 188.014, 185.526, 183.919, 185.116, 186.549, 186.216, 185.116, 184.067, 181.532, 180.963, 185.075, 184.218, 184.829, 185.451]|[]|[]
in|27.28|27.36|0.0|0.0|0.0|IN|||-1|-6.4255|7.8223|163.989|1042.4978|0.1827|0.4095|0.5899|1.1167|[15.0, 23.0, 30.0, 38.0, 46.0, 53.0, 61.0, 69.0, 76.0, 84.0]|[185.94, 183.766, 182.963, 182.702, 183.155, 184.257, 185.4, 183.525, 180.536, 179.711]|[]|[]
salamanca|27.36|27.91|0.0|0.0|0.0|NN|||-1|-3.4571|5.6068|-711.7692|91.7844|3.637|5.161|10.8024|21.8446|[13.0, 14.0, 15.0, 16.0, 17.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 96.0, 97.0]|[175.648, 179.838, 176.428, 175.369, 175.487, 176.759, 174.975, 171.399, 165.5, 170.099, 172.398, 176.996, 177.903, 179.597, 179.342, 177.699, 177.196, 176.752, 176.697, 176.772, 176.212, 176.215, 175.761, 176.856, 177.937, 178.785, 179.624, 179.553, 179.923, 181.234, 184.006, 187.344, 189.56, 193.017, 196.955, 201.891, 205.973, 211.805, 217.334, 221.699, 228.854, 231.905, 237.226, 242.468, 247.448, 249.913, 251.439, 256.078, 258.685, 259.844, 259.705, 258.506, 255.608, 254.243, 261.491, 269.951, 266.29, 261.082, 260.76, 269.509, 273.883, 278.258, 282.632, 287.006, 291.38, 295.755, 300.129, 308.877, 304.801, 304.947, 304.725, 304.639, 305.466]|[]|[]
and|28.06|28.29|0.0|0.15|0.0|CC|||-1|-5.4463|4.106|49.4449|-1309.4997|0.3641|5.2766|1.871|24.6471|[33.0, 36.0, 38.0, 41.0, 43.0, 46.0, 48.0, 51.0, 53.0, 56.0, 58.0, 61.0, 63.0, 66.0, 68.0, 71.0, 73.0, 76.0, 78.0, 81.0, 83.0, 86.0, 88.0, 91.0, 93.0]|[196.545, 196.214, 196.284, 195.005, 195.293, 194.945, 194.498, 195.493, 194.78, 194.665, 194.394, 189.918, 190.846, 197.652, 193.616, 193.557, 193.831, 191.434, 189.129, 186.121, 182.036, 196.845, 202.812, 196.004, 195.261]|[]|[]
after|28.33|28.51|0.0|0.04|0.0|IN|||-1|-5.5235|-7.1008|-56.086|-909.7947|0.1131|5.8518|0.4873|21.7188|[7.0, 10.0, 14.0, 17.0, 20.0, 23.0, 27.0, 30.0, 33.0, 36.0, 40.0, 43.0, 46.0, 49.0, 53.0, 56.0, 59.0, 63.0, 66.0, 69.0, 72.0, 76.0, 79.0, 82.0, 85.0, 89.0, 92.0]|[193.777, 192.67, 189.751, 189.041, 191.388, 192.173, 192.409, 192.594, 192.686, 192.778, 192.87, 192.962, 193.054, 193.147, 193.239, 193.331, 193.423, 193.515, 193.607, 193.7, 193.792, 193.884, 193.976, 194.068, 194.161, 194.253, 194.437]|[]|[]
i|28.51|28.62|0.0|0.0|0.0|JJ|||-1|-6.2332|7.3746|46.9467|-507.1528|0.1357|0.5864|0.4496|1.6749|[11.0, 16.0, 22.0, 27.0, 33.0, 38.0, 44.0, 49.0, 55.0, 61.0, 66.0, 72.0, 77.0, 83.0, 88.0]|[187.136, 187.085, 185.719, 186.108, 185.695, 184.233, 184.335, 184.506, 183.96, 183.38, 184.105, 185.313, 187.799, 186.214, 182.984]|[]|[]
think|28.62|28.84|0.0|0.0|0.0|VBP|||-1|-2.8214|2.271|7.8252|-4152.6295|0.2544|9.0222|1.1738|24.5969|[49.0, 52.0, 54.0, 56.0, 58.0, 61.0, 63.0, 65.0, 67.0, 70.0, 72.0, 74.0, 76.0, 78.0, 81.0, 83.0, 85.0, 87.0, 90.0, 92.0, 94.0]|[231.058, 228.84, 225.115, 225.36, 224.861, 224.523, 224.676, 223.652, 221.013, 215.911, 226.934, 228.418, 226.51, 226.855, 227.295, 227.328, 226.991, 227.053, 229.33, 224.547, 221.462]|[]|[]
university|28.98|29.45|0.0|0.14|0.0|NN|||-1|-1.2542|6.6436|-377.1741|248.4384|1.7547|4.1084|5.1629|18.068|[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0]|[223.073, 216.387, 217.06, 217.304, 217.638, 217.647, 216.787, 217.21, 217.124, 217.242, 217.789, 216.744, 217.548, 219.948, 221.017, 222.26, 221.54, 221.558, 220.654, 221.707, 221.583, 220.199, 220.553, 221.006, 222.119, 221.903, 219.437, 217.731, 217.073, 218.446, 217.925, 219.219, 224.036, 229.976, 236.538, 239.925, 245.628, 250.657, 254.18, 254.933, 256.072, 257.279, 258.004, 259.065, 260.096, 260.739, 263.48, 266.319, 267.821, 269.375, 270.175, 269.194, 264.255, 258.077, 256.086, 255.607, 259.032, 260.745, 262.458, 264.17, 265.883, 267.595, 269.308, 271.021, 272.733, 274.446, 276.159, 277.871, 279.584, 281.296, 283.009, 284.722, 286.434, 288.147, 291.572, 281.395, 277.717, 272.174, 271.339, 267.27, 264.712, 265.032, 268.333, 270.632, 272.623, 275.351]|[]|[]
i|29.56|29.7|0.0|0.11|0.0|NN|||-1|-6.249|5.2882|220.8329|860.2814|0.4495|1.831|1.4089|6.9927|[47.0, 52.0, 56.0, 60.0, 64.0, 69.0, 73.0, 77.0, 82.0, 86.0]|[180.373, 184.471, 189.646, 188.591, 187.271, 188.007, 189.763, 185.892, 182.25, 174.932]|[]|[]
came|29.7|29.96|0.0|0.0|0.0|VBD|||-1|-6.2485|3.317|155.991|-858.8248|0.2997|4.2655|1.4694|16.3299|[31.0, 33.0, 35.0, 38.0, 40.0, 42.0, 45.0, 47.0, 49.0, 52.0, 54.0, 57.0, 59.0, 61.0, 64.0, 66.0, 68.0, 71.0, 73.0, 76.0, 78.0, 80.0, 83.0, 85.0, 87.0, 90.0]|[191.043, 187.431, 186.412, 186.932, 187.386, 186.514, 187.526, 187.916, 187.358, 187.409, 188.183, 187.807, 186.768, 185.235, 184.436, 184.22, 182.495, 183.137, 183.78, 182.485, 183.274, 182.772, 183.524, 183.088, 179.857, 175.497]|[]|[]
to|29.96|30.13|0.0|0.0|0.0|TO|||-1|-6.0829|2.3196|627.5196|-2381.1046|0.8852|4.4526|2.8228|13.6598|[29.0, 33.0, 37.0, 40.0, 44.0, 48.0, 51.0, 55.0, 59.0, 62.0, 66.0, 70.0, 73.0, 77.0, 80.0, 84.0, 88.0, 91.0]|[211.004, 212.229, 199.633, 187.036, 187.127, 186.07, 185.594, 184.397, 182.819, 181.634, 182.425, 181.308, 182.183, 181.199, 180.794, 180.307, 181.476, 180.298]|[]|[]
barcelona|30.46|30.82|0.0|0.33|0.0|VB|||-1|3.6865|-0.7893|-1385.4481|3069.462|3.0481|9.5018|9.5609|27.0951|[5.0, 7.0, 9.0, 11.0, 13.0, 15.0, 17.0, 19.0, 21.0, 23.0, 26.0, 28.0, 30.0, 32.0, 34.0, 36.0, 38.0, 40.0, 42.0, 44.0, 46.0, 48.0, 51.0, 53.0, 55.0, 57.0, 59.0, 61.0, 63.0, 65.0]|[238.378, 244.978, 251.44, 257.707, 265.093, 270.256, 272.854, 280.021, 287.525, 297.71, 306.572, 305.595, 320.322, 330.497, 334.653, 337.945, 346.867, 352.986, 359.844, 369.856, 379.868, 380.366, 387.892, 390.628, 405.391, 414.103, 412.586, 405.359, 397.344, 396.632]|[]|[]
where|31.15|31.34|0.0|0.33|0.0|WRB|||-1|-4.3291|0.2721|144.1773|-16181.1159|0.1869|14.1717|0.8195|39.0259|[42.0, 45.0, 48.0, 51.0, 54.0, 57.0, 59.0, 62.0, 65.0, 68.0, 71.0, 74.0, 76.0, 79.0, 82.0, 85.0, 88.0, 91.0, 94.0]|[213.625, 204.981, 208.366, 208.318, 207.957, 207.846, 208.168, 208.05, 207.342, 206.55, 206.513, 206.252, 206.37, 205.948, 205.703, 204.851, 204.101, 204.129, 203.748]|[]|[]
i've|31.34|31.48|0.0|0.0|0.0|NN|||-1|-5.6286|9.32|577.8224|4176.6928|0.7504|4.1759|3.0451|10.8231|[8.0, 12.0, 16.0, 20.0, 25.0, 29.0, 33.0, 37.0, 41.0, 45.0, 49.0, 54.0, 58.0, 62.0, 66.0, 70.0, 74.0, 79.0, 83.0, 87.0, 91.0]|[201.727, 201.329, 200.011, 198.213, 197.927, 197.098, 197.334, 197.11, 195.828, 195.276, 194.295, 194.116, 193.633, 190.641, 188.306, 184.998, 184.997, 184.056, 180.401, 169.191, 185.181]|[]|[]
done|31.48|31.64|0.0|0.0|0.0|VBN|||-1|-5.8124|7.5617|505.817|1453.234|0.6324|2.9613|2.4851|9.7044|[27.0, 31.0, 34.0, 38.0, 42.0, 46.0, 49.0, 53.0, 57.0, 61.0, 65.0, 68.0, 72.0, 76.0, 80.0, 84.0, 87.0, 91.0]|[208.854, 201.108, 198.733, 195.724, 191.485, 191.099, 190.979, 188.293, 186.633, 186.648, 183.232, 180.927, 185.861, 186.626, 185.468, 186.309, 185.111, 185.311]|[]|[]
2|31.64|31.78|0.0|0.0|0.0|CD|||-1|-3.4905|1.6511|633.5784|-4754.2041|0.5865|6.2569|1.4819|17.9372|[57.0, 61.0, 64.0, 68.0, 72.0, 76.0, 79.0, 83.0, 87.0, 91.0]|[228.614, 228.506, 223.679, 210.459, 209.86, 210.132, 210.887, 214.893, 216.555, 217.848]|[]|[]
masters|31.78|32.27|0.0|0.0|0.0|NNS|||-1|0.0116|5.3562|-233.4402|795.0972|1.1222|5.2902|4.1659|22.623|[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 82.0, 83.0, 84.0, 85.0, 86.0]|[225.985, 225.21, 225.722, 226.439, 226.783, 228.391, 229.901, 232.159, 235.454, 239.453, 239.492, 238.519, 241.186, 242.062, 244.005, 245.458, 247.984, 253.729, 252.286, 271.794, 259.503, 266.178, 251.798, 261.193, 251.879, 258.286, 264.513, 261.859, 267.579, 266.392, 266.09, 266.995, 268.116, 269.634, 270.658, 272.046, 271.58, 271.173, 270.473, 269.383, 266.845, 264.286, 262.324, 262.249, 264.577, 266.096, 267.31, 267.918, 268.525, 269.133, 269.74, 270.347, 270.955, 271.562, 272.169, 272.777, 273.384, 273.992, 274.599, 275.206, 275.814, 276.421, 277.028, 277.636, 278.243, 278.851, 279.458, 280.065, 280.673, 281.28, 281.888, 282.495, 283.102, 284.317, 285.423, 286.479, 285.167, 284.06, 284.236, 282.821, 282.045, 282.214, 281.582, 282.187, 282.71, 282.375, 283.134, 284.02, 284.369, 285.228, 283.711, 281.589, 278.865, 274.295, 273.537, 267.555, 264.224, 265.347, 262.139, 260.475, 260.733]|[]|[]
and|32.29|32.4|0.0|0.02|0.0|CC|||-1|-4.9199|6.4604|102.1878|-2174.7697|0.1307|1.6541|0.3687|5.4246|[52.0, 57.0, 62.0, 67.0, 72.0, 77.0, 83.0, 88.0]|[200.18, 201.929, 199.695, 197.674, 199.775, 201.788, 199.489, 198.162]|[]|[]
i'm|32.4|32.55|0.0|0.0|0.0|NN|||-1|-5.6385|6.3525|51.8154|-106.3995|0.1229|0.306|0.4879|1.0253|[8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 51.0, 55.0, 59.0, 63.0, 67.0, 71.0, 75.0, 79.0, 83.0, 87.0, 91.0]|[194.335, 190.677, 193.382, 193.067, 191.864, 192.031, 192.999, 192.522, 191.081, 192.034, 192.851, 192.698, 191.327, 188.934, 188.974, 192.482, 191.384, 191.535, 191.11, 191.502, 191.208, 189.651]|[]|[]
now|32.55|32.98|0.0|0.0|0.0|RB|||-1|-6.4177|2.7857|19.2832|608.336|0.2242|2.5346|1.2474|12.1128|[3.0, 4.0, 6.0, 7.0, 8.0, 10.0, 11.0, 13.0, 14.0, 16.0, 17.0, 19.0, 20.0, 21.0, 23.0, 24.0, 26.0, 27.0, 29.0, 30.0, 31.0, 33.0, 34.0, 36.0, 37.0, 39.0, 40.0, 42.0, 43.0, 44.0, 46.0, 47.0, 49.0, 50.0, 52.0, 53.0, 55.0, 56.0, 57.0, 59.0, 60.0, 62.0, 63.0, 65.0, 66.0, 68.0, 69.0, 70.0, 72.0, 73.0, 75.0, 76.0, 78.0, 79.0, 80.0, 82.0, 83.0, 85.0, 86.0, 88.0, 89.0, 91.0, 92.0, 93.0, 95.0, 96.0]|[188.374, 186.149, 185.311, 186.555, 189.294, 187.673, 185.405, 184.232, 182.816, 183.196, 183.421, 184.488, 183.836, 184.567, 183.413, 184.067, 184.298, 185.079, 184.465, 183.856, 184.358, 184.15, 182.631, 182.684, 183.049, 182.439, 183.262, 183.789, 182.683, 183.697, 182.637, 182.413, 181.739, 181.188, 180.766, 181.718, 182.673, 181.734, 183.404, 182.88, 183.053, 182.279, 182.817, 181.879, 183.497, 182.058, 183.316, 182.904, 182.543, 180.975, 180.534, 180.548, 180.169, 179.326, 179.572, 180.336, 179.882, 180.62, 181.184, 182.071, 181.62, 182.203, 181.995, 185.438, 188.835, 192.723]|[]|[]
beginning|33.02|33.37|0.0|0.04|0.0|VBG|||-1|-6.3945|2.2806|95.7636|-874.2773|0.4697|5.1747|2.0079|23.3664|[19.0, 21.0, 23.0, 25.0, 26.0, 28.0, 30.0, 32.0, 34.0, 35.0, 37.0, 39.0, 41.0, 42.0, 44.0, 46.0, 48.0, 49.0, 51.0, 53.0, 55.0, 57.0, 58.0, 60.0, 62.0, 64.0, 65.0, 67.0, 69.0, 71.0, 73.0, 74.0, 76.0, 78.0, 80.0, 81.0, 83.0, 85.0, 87.0, 88.0, 90.0, 92.0, 94.0, 96.0]|[194.483, 192.354, 192.405, 191.99, 190.916, 189.063, 182.735, 176.617, 178.783, 183.29, 184.206, 181.82, 186.295, 188.694, 189.889, 189.516, 188.006, 187.429, 187.452, 186.779, 185.003, 180.011, 173.185, 177.519, 177.227, 175.856, 175.549, 179.424, 179.394, 180.555, 181.692, 182.921, 183.624, 182.659, 182.295, 182.566, 182.232, 181.607, 181.643, 183.078, 182.19, 182.027, 181.579, 180.988]|[]|[]
a|33.37|33.42|0.0|0.0|0.0|DT|||-1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|[]|[]|[]|[]
phd|33.52|33.92|0.0|0.1|0.0|NN|||-1|-6.1028|-0.6951|-165.143|193.7582|0.5934|6.1992|2.0758|26.135|[3.0, 5.0, 7.0, 8.0, 10.0, 11.0, 13.0, 15.0, 16.0, 18.0, 19.0, 21.0, 22.0, 24.0, 26.0, 27.0, 29.0, 30.0, 32.0, 34.0, 35.0, 37.0, 38.0, 40.0, 42.0, 43.0, 45.0, 46.0, 48.0, 49.0, 51.0, 53.0, 54.0, 56.0, 57.0, 59.0, 61.0, 62.0, 64.0, 65.0, 67.0, 69.0, 70.0, 72.0, 73.0, 75.0, 77.0, 78.0, 80.0, 81.0, 83.0, 84.0, 86.0, 88.0, 89.0, 91.0, 92.0, 94.0, 96.0]|[189.45, 188.418, 186.377, 183.16, 181.206, 179.727, 179.28, 179.54, 179.767, 178.81, 180.112, 178.913, 178.211, 178.248, 176.395, 178.488, 178.548, 179.493, 179.965, 180.438, 180.91, 181.383, 181.855, 182.328, 182.8, 183.273, 183.745, 184.218, 184.69, 185.163, 185.636, 186.108, 186.581, 187.053, 187.526, 187.998, 188.471, 188.943, 189.416, 189.888, 190.361, 190.833, 191.306, 191.778, 192.251, 192.723, 193.196, 193.668, 194.141, 194.613, 195.086, 195.558, 196.031, 196.503, 196.976, 197.448, 197.921, 198.866, 195.971]|[]|[]
the|34.98|35.06|0.0|1.06|0.0|DT|.||-1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|[]|[]|[]|[]
reason|35.06|35.31|0.0|0.0|0.0|NN|||-1|-5.5416|7.0628|298.9228|2094.8409|0.8366|4.7575|2.4887|12.3735|[5.0, 7.0, 10.0, 12.0, 14.0, 17.0, 19.0, 22.0, 24.0, 27.0, 29.0, 31.0, 34.0, 36.0, 39.0, 41.0, 43.0, 46.0, 48.0, 51.0, 53.0, 56.0, 58.0, 60.0, 63.0, 65.0, 68.0, 70.0, 72.0, 75.0, 77.0, 80.0, 82.0, 85.0, 87.0, 89.0, 92.0, 94.0]|[202.44, 204.737, 205.337, 205.906, 205.919, 205.586, 206.033, 206.209, 205.754, 204.653, 203.807, 202.203, 200.349, 198.234, 193.282, 185.393, 183.181, 182.626, 182.744, 182.277, 185.376, 186.268, 185.725, 185.2, 187.35, 188.899, 185.943, 178.597, 182.351, 182.224, 183.168, 184.387, 186.914, 190.719, 192.754, 193.371, 194.065, 194.105]|[]|[]
