word|start_time|end_time|duration|pause_before|pause_after|pos|punctuation_before|punctuation_after|speech_rate_phon|f0_mean|i0_mean|f0_slope|i0_slope|f0_sd|i0_sd|f0_range|i0_range|f0_contour_xaxis|f0_contour|i0_contour_xaxis|i0_contour
rome|11.23|11.61|0.0|0.0|0.0|NN|||-1|-1.2726|7.38|-459.4626|541.3245|3.7756|7.0712|13.1882|27.9793|[3.0, 5.0, 6.0, 7.0, 9.0, 10.0, 12.0, 13.0, 15.0, 16.0, 18.0, 19.0, 20.0, 22.0, 23.0, 25.0, 26.0, 28.0, 29.0, 31.0, 32.0, 34.0, 35.0, 36.0, 38.0, 39.0, 41.0, 42.0, 44.0, 45.0, 47.0, 48.0, 50.0, 51.0, 52.0, 54.0, 55.0, 57.0, 58.0, 60.0, 61.0, 63.0, 64.0, 65.0, 67.0, 68.0, 70.0, 71.0, 73.0, 74.0, 76.0, 77.0, 79.0, 80.0, 81.0, 83.0, 84.0, 86.0]|[173.955, 174.947, 177.73, 179.96, 181.992, 182.859, 187.63, 189.221, 191.376, 196.205, 198.884, 200.393, 203.925, 206.028, 208.452, 210.42, 211.976, 213.606, 216.056, 219.389, 221.65, 222.423, 223.302, 224.268, 228.175, 231.767, 234.009, 236.226, 239.668, 245.281, 248.763, 251.479, 254.846, 258.194, 261.232, 262.586, 263.499, 266.295, 267.971, 271.461, 275.732, 278.839, 281.899, 288.877, 295.284, 300.292, 300.978, 301.777, 315.664, 333.288, 345.163, 344.401, 344.824, 364.554, 372.628, 368.613, 354.869, 345.696]|[]|[]
and|11.96|12.12|0.0|0.35|0.0|CC|.||-1|-4.8688|1.3622|-265.6467|-3392.0124|0.4807|11.1326|1.2564|30.1601|[55.0, 58.0, 62.0, 66.0, 69.0, 73.0, 76.0, 80.0, 83.0, 87.0, 91.0]|[196.783, 191.808, 196.408, 195.058, 194.371, 204.251, 205.667, 204.619, 204.463, 206.246, 205.735]|[]|[]
then|12.12|12.24|0.0|0.0|0.0|RB|||-1|-5.2725|8.9716|173.6905|945.5759|0.5136|1.9669|1.6689|5.0653|[11.0, 16.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 49.0, 54.0, 59.0, 64.0, 69.0, 74.0, 79.0, 83.0, 88.0]|[201.772, 202.202, 204.992, 199.461, 201.17, 199.705, 199.436, 198.025, 197.63, 195.324, 193.296, 186.694, 186.154, 188.975, 189.182, 191.205, 194.796]|[]|[]
i|12.24|12.31|0.0|0.0|0.0|VB|||-1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|[]|[]|[]|[]
actually|12.31|12.62|0.0|0.0|0.0|RB|||-1|-5.1501|2.3949|-50.0306|319.7163|0.5305|6.2278|2.3926|21.3602|[4.0, 6.0, 8.0, 9.0, 11.0, 13.0, 15.0, 17.0, 19.0, 21.0, 23.0, 24.0, 26.0, 28.0, 30.0, 32.0, 34.0, 36.0, 37.0, 39.0, 41.0, 43.0, 45.0, 47.0, 49.0, 50.0, 52.0, 54.0, 56.0, 58.0, 60.0, 62.0, 63.0, 65.0, 67.0, 69.0, 71.0, 73.0, 75.0, 76.0, 78.0, 80.0, 82.0, 84.0, 86.0, 88.0, 90.0, 91.0, 93.0, 95.0]|[190.386, 188.863, 190.673, 189.595, 191.35, 190.51, 190.903, 192.817, 193.336, 194.345, 192.824, 194.13, 195.18, 196.535, 197.225, 199.331, 196.295, 194.898, 193.908, 196.114, 195.848, 195.115, 192.432, 194.046, 194.853, 195.66, 196.467, 197.274, 198.081, 198.888, 199.695, 200.502, 201.309, 202.115, 202.922, 203.729, 204.536, 205.343, 206.15, 206.957, 207.764, 208.571, 209.378, 210.992, 205.224, 197.31, 193.427, 197.069, 189.483, 183.758]|[]|[]
began|12.62|12.94|0.0|0.0|0.0|VBD|||-1|-0.9924|6.1284|-536.8236|-45.8647|3.7677|5.9763|10.7711|21.9719|[4.0, 5.0, 7.0, 9.0, 11.0, 13.0, 15.0, 17.0, 19.0, 20.0, 22.0, 24.0, 26.0, 28.0, 30.0, 32.0, 34.0, 35.0, 37.0, 39.0, 41.0, 43.0, 45.0, 47.0, 49.0, 50.0, 52.0, 54.0, 56.0, 58.0, 60.0, 62.0, 64.0, 65.0, 67.0, 69.0, 71.0, 73.0, 75.0, 77.0, 79.0, 80.0, 82.0, 84.0, 86.0, 88.0, 90.0, 92.0, 94.0, 95.0]|[186.004, 189.489, 191.231, 192.974, 196.458, 196.65, 194.928, 195.93, 195.014, 190.539, 184.566, 186.146, 190.649, 196.187, 204.701, 208.958, 213.215, 217.472, 221.729, 225.986, 230.243, 238.757, 239.162, 241.812, 247.486, 252.57, 256.595, 265.937, 270.363, 275.278, 280.389, 288.02, 293.88, 295.752, 300.947, 310.954, 314.544, 314.462, 316.717, 324.487, 325.201, 322.793, 326.907, 335.956, 337.603, 336.542, 343.837, 330.398, 322.736, 309.029]|[]|[]
college|12.94|13.4|0.0|0.0|0.0|NN|||-1|-6.5856|5.9103|86.5429|255.5049|0.641|6.8995|2.506|22.9836|[20.0, 21.0, 22.0, 24.0, 25.0, 27.0, 28.0, 29.0, 31.0, 32.0, 33.0, 35.0, 36.0, 38.0, 39.0, 40.0, 42.0, 43.0, 45.0, 46.0, 47.0, 49.0, 50.0, 52.0, 53.0, 54.0, 56.0, 57.0, 59.0, 60.0, 61.0, 63.0, 64.0, 66.0, 67.0, 68.0, 70.0, 71.0, 72.0, 74.0, 75.0, 77.0, 78.0, 79.0, 81.0]|[199.697, 196.86, 192.648, 189.882, 188.829, 186.438, 185.891, 188.01, 187.409, 189.075, 188.865, 188.514, 188.476, 186.769, 186.024, 185.605, 185.174, 184.61, 183.924, 183.339, 181.161, 180.374, 179.815, 178.291, 178.34, 177.714, 177.404, 176.603, 175.803, 175.594, 175.215, 174.802, 174.248, 174.543, 175.378, 176.558, 175.876, 172.891, 172.786, 175.09, 173.869, 176.493, 175.607, 176.606, 175.929]|[]|[]
in|13.43|13.54|0.0|0.03|0.0|IN|||-1|-5.9368|6.858|160.9383|-360.9613|0.2886|0.8909|0.9752|2.6883|[28.0, 33.0, 39.0, 44.0, 50.0, 55.0, 60.0, 66.0, 71.0, 77.0, 82.0, 87.0]|[195.127, 192.574, 188.522, 189.8, 189.356, 188.771, 188.532, 188.24, 186.003, 184.439, 185.118, 184.981]|[]|[]
salamanca|13.54|14.08|0.0|0.0|0.0|NN|||-1|-6.5459|5.4731|22.7209|242.606|0.4788|4.9296|2.0561|21.39|[10.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 96.0, 97.0]|[191.127, 191.992, 190.113, 189.424, 188.834, 187.84, 186.208, 184.768, 183.666, 183.324, 182.59, 184.02, 186.736, 188.66, 189.759, 188.889, 187.315, 186.529, 184.917, 183.199, 183.464, 183.373, 184.469, 185.806, 186.104, 187.099, 185.646, 184.501, 184.496, 184.353, 183.861, 183.747, 183.451, 183.877, 183.326, 182.545, 182.465, 181.174, 180.88, 181.297, 181.023, 180.613, 180.663, 179.76, 178.469, 177.524, 176.728, 175.833, 174.411, 172.792, 170.492, 171.635, 172.206, 172.777, 173.349, 173.92, 174.491, 175.063, 175.634, 176.205, 176.776, 177.348, 177.919, 178.49, 179.061, 179.633, 180.204, 180.775, 181.346, 181.918, 182.489, 183.06, 183.632, 184.203, 184.774, 185.345, 186.488]|[]|[]
after|15.58|15.79|0.0|1.5|0.0|IN|,||-1|-5.5371|-3.6884|-75.2247|2014.6488|0.3129|8.0384|1.038|22.6829|[5.0, 8.0, 11.0, 14.0, 16.0, 19.0, 22.0, 25.0, 27.0, 30.0, 33.0, 36.0, 38.0, 41.0, 44.0, 47.0, 50.0]|[186.365, 187.359, 188.803, 190.911, 192.637, 193.838, 194.835, 196.152, 197.552, 197.881, 192.161, 193.567, 197.386, 195.202, 192.931, 190.384, 190.683]|[]|[]
which|15.84|16.06|0.0|0.05|0.0|WDT|||-1|-5.0548|2.8955|-224.4478|1221.6927|0.5871|6.3788|1.999|20.4821|[5.0, 8.0, 10.0, 13.0, 16.0, 18.0, 21.0, 23.0, 26.0, 29.0, 31.0, 34.0, 36.0, 39.0, 42.0, 44.0, 47.0, 50.0, 52.0, 55.0, 57.0, 60.0]|[187.567, 189.069, 190.906, 192.451, 194.066, 194.009, 194.306, 193.461, 195.659, 195.362, 196.125, 198.037, 199.734, 202.068, 204.641, 208.745, 210.524, 197.85, 197.883, 207.895, 209.795, 204.414]|[]|[]
i|16.06|16.13|0.0|0.0|0.0|JJ|||-1|-2.2099|11.5595|688.1261|719.2837|0.6855|0.4412|2.249|1.0495|[15.0, 22.0, 29.0, 36.0, 43.0, 49.0, 56.0, 63.0, 70.0, 77.0, 84.0]|[250.768, 243.554, 241.334, 238.479, 235.85, 234.304, 230.34, 228.695, 224.615, 224.294, 220.219]|[]|[]
went|16.13|16.32|0.0|0.0|0.0|VBD|||-1|-4.8989|5.3984|47.1403|1845.2634|0.3121|6.0949|1.1154|17.0717|[6.0, 9.0, 12.0, 15.0, 18.0, 21.0, 24.0, 27.0, 30.0, 33.0, 36.0, 39.0, 42.0, 45.0, 48.0, 51.0, 54.0, 57.0, 60.0, 63.0, 66.0, 69.0, 72.0, 75.0]|[205.626, 204.01, 204.768, 204.653, 204.014, 200.716, 199.132, 197.818, 197.947, 197.172, 197.774, 197.42, 198.216, 199.047, 196.597, 203.218, 203.168, 200.754, 196.785, 193.933, 194.497, 206.839, 199.762, 198.647]|[]|[]
in|16.32|16.39|0.0|0.0|0.0|IN|||-1|-5.2876|4.494|945.3047|-1236.1341|0.995|0.5409|2.6865|0.9709|[19.0, 28.0, 37.0, 45.0, 54.0, 62.0, 71.0, 79.0]|[218.851, 206.349, 200.098, 187.595, 188.773, 189.909, 188.389, 187.394]|[]|[]
american|16.39|16.72|0.0|0.0|0.0|JJ|||-1|-6.0968|3.0858|-146.0094|343.9107|1.1403|5.7224|4.3259|22.571|[4.0, 6.0, 7.0, 9.0, 11.0, 13.0, 15.0, 17.0, 19.0, 21.0, 23.0, 25.0, 27.0, 28.0, 30.0, 32.0, 34.0, 36.0, 38.0, 40.0, 42.0, 44.0, 46.0, 48.0, 49.0, 51.0, 53.0, 55.0, 57.0, 59.0, 61.0, 63.0, 65.0, 67.0, 69.0, 71.0, 72.0, 74.0, 76.0, 78.0, 80.0, 82.0, 84.0, 86.0, 88.0, 90.0, 92.0, 93.0, 95.0]|[177.558, 180.695, 180.15, 180.965, 180.785, 182.076, 181.387, 180.27, 179.974, 179.403, 179.588, 177.866, 176.658, 177.924, 178.191, 177.293, 176.683, 178.837, 178.216, 176.107, 176.703, 176.879, 175.837, 177.556, 178.991, 182.799, 184.406, 184.739, 187.057, 188.705, 187.967, 185.476, 183.071, 185.115, 185.985, 195.926, 200.897, 205.868, 210.838, 215.809, 225.751, 225.6, 217.536, 200.964, 193.61, 192.39, 187.146, 186.697, 187.404]|[]|[]
university|16.72|17.24|0.0|0.0|0.0|NN|||-1|-5.9713|4.1862|-23.0663|89.1996|0.3465|3.1057|1.7274|11.4702|[2.0, 3.0, 4.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 96.0, 97.0]|[189.273, 189.757, 190.744, 188.459, 187.808, 189.341, 188.566, 186.422, 186.292, 186.956, 185.494, 185.643, 187.73, 187.51, 185.331, 185.722, 187.472, 188.76, 189.434, 189.106, 187.504, 185.453, 182.608, 180.086, 179.07, 178.053, 177.596, 183.304, 186.15, 185.47, 186.987, 185.235, 184.088, 182.866, 185.137, 186.757, 187.089, 188.894, 188.738, 189.756, 191.688, 190.798, 193.213, 195.745, 194.207, 186.303, 182.802, 183.869, 184.403, 184.937, 185.471, 186.005, 186.538, 187.072, 187.606, 188.14, 188.674, 189.207, 189.741, 190.275, 190.809, 191.342, 191.876, 192.41, 193.478, 194.793, 195.906, 189.381, 190.542, 191.176, 189.853, 190.94, 191.659, 188.814, 196.23, 190.296, 191.459, 191.086, 190.898, 191.677, 191.043, 188.854, 183.834]|[]|[]
for|17.24|17.36|0.0|0.0|0.0|IN|||-1|-5.8821|-2.9011|685.8199|-5150.5277|0.6784|7.438|1.9342|17.0228|[59.0, 64.0, 69.0, 74.0, 79.0, 84.0, 89.0]|[192.341, 193.11, 194.051, 191.606, 191.811, 187.588, 173.538]|[]|[]
2|17.39|17.52|0.0|0.03|0.0|CD|||-1|-4.8939|-1.1713|-65.2864|-4557.3275|0.0855|7.8679|0.2339|18.4177|[60.0, 65.0, 69.0, 73.0, 77.0, 82.0, 86.0, 90.0]|[200.833, 199.314, 198.67, 199.316, 199.827, 200.582, 201.372, 201.152]|[]|[]
years|17.52|18.02|0.0|0.0|0.0|NNS|||-1|0.2242|2.2166|-759.4115|714.0032|3.803|6.6837|11.4781|28.1626|[2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 58.0, 59.0, 60.0, 61.0]|[196.822, 196.858, 197.702, 197.992, 198.677, 201.345, 203.665, 205.978, 208.907, 210.695, 213.872, 216.584, 217.456, 218.997, 224.591, 225.448, 228.477, 232.776, 236.201, 239.589, 243.588, 247.521, 251.884, 253.707, 255.907, 261.558, 267.211, 272.481, 277.035, 279.852, 287.252, 292.709, 298.046, 303.301, 304.169, 315.153, 325.286, 326.498, 330.806, 332.763, 338.467, 347.948, 352.379, 356.107, 355.867, 355.308, 358.279, 359.303, 366.803, 372.901, 376.894, 381.954]|[]|[]
during|18.66|18.89|0.0|0.64|0.0|IN|,||-1|-4.2096|5.2338|134.3781|-2547.1421|0.3459|9.8594|1.0858|26.4808|[42.0, 45.0, 47.0, 49.0, 52.0, 54.0, 57.0, 59.0, 61.0, 64.0, 66.0, 68.0, 71.0, 73.0, 75.0, 78.0, 80.0, 82.0, 85.0, 87.0, 89.0, 92.0, 94.0]|[204.85, 209.117, 211.862, 212.807, 213.343, 213.592, 213.036, 212.607, 212.322, 211.963, 211.418, 209.956, 208.747, 207.799, 206.592, 205.72, 205.503, 205.001, 204.413, 203.532, 203.008, 201.72, 200.607]|[]|[]
which|18.89|19.09|0.0|0.0|0.0|WDT|||-1|-5.0056|6.1088|-19.9553|1792.0866|0.1396|6.0032|0.6087|17.3249|[6.0, 9.0, 11.0, 14.0, 17.0, 20.0, 23.0, 26.0, 28.0, 31.0, 34.0, 37.0, 40.0, 42.0, 45.0, 48.0, 51.0, 54.0]|[197.344, 197.532, 198.299, 199.451, 199.741, 199.382, 199.63, 199.456, 198.716, 198.914, 198.606, 200.307, 196.8, 194.789, 201.76, 199.241, 198.268, 201.06]|[]|[]
time|19.09|19.29|0.0|0.0|0.0|NN|||-1|-5.0557|8.361|253.7908|-424.4628|0.632|3.7053|2.6479|14.0437|[24.0, 26.0, 29.0, 32.0, 35.0, 38.0, 41.0, 44.0, 47.0, 49.0, 52.0, 55.0, 58.0, 61.0, 64.0, 67.0, 70.0, 73.0, 75.0, 78.0, 81.0, 84.0, 87.0, 90.0, 93.0]|[221.412, 211.67, 208.105, 205.707, 204.017, 201.588, 201.359, 200.074, 199.084, 199.453, 198.575, 197.817, 197.066, 195.469, 194.627, 193.038, 191.504, 194.71, 195.541, 192.946, 191.665, 191.754, 191.571, 191.19, 190.011]|[]|[]
i|19.29|19.4|0.0|0.0|0.0|NN|||-1|-6.098|8.4876|-112.1202|-168.6688|0.1633|0.2895|0.6433|0.7687|[11.0, 17.0, 22.0, 28.0, 33.0, 39.0, 44.0, 49.0, 55.0, 60.0, 66.0, 71.0, 77.0, 82.0, 88.0]|[184.973, 183.766, 184.731, 186.088, 186.279, 186.442, 185.489, 186.35, 186.482, 187.166, 187.361, 187.095, 188.114, 189.331, 190.724]|[]|[]
also|19.4|19.64|0.0|0.0|0.0|RB|||-1|-4.6047|5.5313|22.8577|1478.5454|0.3084|5.188|1.131|18.7719|[5.0, 7.0, 10.0, 12.0, 14.0, 16.0, 19.0, 21.0, 23.0, 26.0, 28.0, 30.0, 32.0, 35.0, 37.0, 39.0, 42.0, 44.0, 46.0, 48.0, 51.0, 53.0, 55.0, 57.0, 60.0, 62.0, 64.0, 67.0, 69.0, 71.0, 73.0, 76.0, 78.0, 80.0, 83.0, 85.0, 87.0, 89.0, 92.0, 94.0]|[199.574, 199.053, 199.315, 200.629, 200.383, 200.523, 201.81, 204.023, 205.361, 207.573, 207.985, 207.729, 207.785, 209.039, 209.942, 210.753, 211.892, 206.455, 206.733, 205.949, 205.556, 205.164, 204.771, 204.379, 203.986, 203.594, 203.201, 202.809, 202.417, 202.024, 201.632, 201.239, 200.847, 200.454, 200.062, 199.669, 199.277, 198.492, 199.325, 199.971]|[]|[]
spent|19.64|19.85|0.0|0.0|0.0|VBD|||-1|-6.3226|-0.8933|145.6727|-1725.3464|0.3161|9.3709|1.2669|28.6575|[58.0, 61.0, 64.0, 67.0, 70.0, 73.0, 76.0, 79.0, 82.0, 85.0, 88.0, 90.0, 93.0]|[186.277, 190.558, 188.072, 184.769, 182.94, 181.825, 185.627, 186.139, 181.867, 182.263, 177.111, 183.077, 185.459]|[]|[]
time|19.85|20.04|0.0|0.0|0.0|NN|||-1|-6.0286|5.4422|42.4461|-1332.9062|0.2455|4.7528|1.2005|18.393|[26.0, 29.0, 32.0, 35.0, 38.0, 42.0, 45.0, 48.0, 51.0, 54.0, 57.0, 61.0, 64.0, 67.0, 70.0, 73.0, 77.0, 80.0, 83.0, 86.0, 89.0, 92.0]|[196.42, 192.984, 186.813, 185.22, 186.906, 187.711, 186.474, 186.477, 187.664, 186.912, 186.813, 186.843, 186.95, 187.132, 185.874, 184.662, 183.261, 186.511, 189.024, 188.315, 187.882, 187.119]|[]|[]
in|20.04|20.13|0.0|0.0|0.0|IN|||-1|-6.7125|5.2241|-80.5896|116.7116|0.2084|0.3642|0.6421|1.0023|[14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 57.0, 64.0, 71.0, 78.0, 85.0]|[181.315, 180.774, 179.474, 177.515, 175.723, 178.456, 181.205, 182.313, 182.362, 182.122, 180.795]|[]|[]
brazil|20.13|20.34|0.0|0.0|0.0|NN|||-1|-6.4719|5.5797|-70.4357|-847.6437|0.4895|4.4262|1.641|14.5469|[6.0, 9.0, 11.0, 14.0, 17.0, 20.0, 23.0, 26.0, 29.0, 32.0, 35.0, 38.0, 41.0, 44.0, 47.0, 49.0, 52.0, 55.0, 58.0, 61.0, 64.0, 67.0, 70.0, 73.0, 76.0, 79.0, 82.0, 85.0, 88.0, 90.0, 93.0]|[174.827, 172.028, 172.815, 182.831, 183.883, 185.021, 186.158, 188.387, 188.418, 186.974, 185.566, 184.554, 184.095, 183.153, 180.592, 176.325, 176.879, 174.764, 175.386, 177.511, 182.893, 182.937, 184.855, 186.599, 188.631, 189.132, 188.482, 187.741, 186.473, 184.225, 183.628]|[]|[]
and|20.39|20.46|0.0|0.05|0.0|CC|||-1|-7.0046|4.3054|-67.3818|1371.211|0.1408|0.4802|0.381|0.9152|[22.0, 31.0, 40.0, 49.0, 59.0, 68.0, 77.0]|[178.17, 177.294, 175.678, 175.142, 176.562, 178.276, 179.039]|[]|[]
argentina|20.46|21.15|0.0|0.0|0.0|NN|||-1|-8.4103|2.2502|47.8877|-15.029|2.3699|6.9419|8.9787|29.6697|[2.0, 3.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0]|[177.023, 176.807, 177.707, 178.254, 177.291, 176.818, 177.837, 177.274, 177.551, 178.103, 176.627, 177.239, 176.422, 177.855, 180.397, 179.773, 178.516, 172.725, 176.04, 177.251, 177.515, 178.426, 178.881, 179.337, 179.792, 180.248, 180.703, 181.614, 175.698, 177.92, 176.97, 177.455, 177.508, 177.717, 177.106, 177.056, 175.558, 176.443, 177.095, 174.467, 171.763, 167.466, 164.336, 162.772, 161.207, 159.643, 158.078, 156.513, 154.949, 153.384, 151.82, 150.255, 148.69, 147.126, 145.561, 143.996, 142.432, 140.867, 139.303, 137.738, 136.173, 133.044, 133.242, 127.288, 125.895, 124.649, 124.953, 124.938, 126.123, 126.513, 126.615, 127.223, 129.983, 132.538, 135.21, 137.74, 140.592, 143.627, 145.567, 147.987, 149.056, 149.327, 152.719, 159.172, 165.626, 172.356, 173.121, 176.221, 177.547, 180.278, 183.732, 187.702, 192.232, 196.805, 198.983, 203.895, 209.376, 205.764, 205.495, 200.716, 194.818]|[]|[]
then|22.15|22.49|0.0|1.0|0.0|RB|.||-1|-4.5471|11.0698|6.2246|-171.9044|0.6231|3.2588|2.5968|13.4357|[3.0, 5.0, 7.0, 8.0, 10.0, 11.0, 13.0, 15.0, 16.0, 18.0, 19.0, 21.0, 23.0, 24.0, 26.0, 28.0, 29.0, 31.0, 32.0, 34.0, 36.0, 37.0, 39.0, 41.0, 42.0, 44.0, 45.0, 47.0, 49.0, 50.0, 52.0, 54.0, 55.0, 57.0, 58.0, 60.0, 62.0, 63.0, 65.0, 67.0, 68.0, 70.0, 71.0, 73.0, 75.0, 76.0, 78.0, 80.0, 81.0, 83.0, 84.0, 86.0, 88.0, 89.0, 91.0, 92.0, 94.0, 96.0]|[191.688, 187.125, 188.299, 186.738, 188.802, 191.933, 211.493, 207.461, 214.773, 216.175, 216.482, 216.887, 216.958, 216.173, 215.76, 214.931, 214.061, 212.369, 210.736, 208.66, 207.718, 206.445, 205.516, 205.552, 204.708, 203.966, 203.423, 201.671, 202.219, 202.729, 201.586, 201.143, 201.21, 202.211, 202.968, 204.233, 205.352, 205.677, 205.195, 205.334, 204.304, 204.064, 202.958, 199.981, 203.74, 207.289, 205.813, 203.88, 204.001, 203.886, 202.323, 201.755, 200.183, 199.9, 199.416, 199.896, 201.901, 198.336]|[]|[]
i|22.54|22.72|0.0|0.05|0.0|VB|||-1|-5.7747|8.5396|-7.7327|131.4271|0.1261|0.4688|0.4817|1.8314|[7.0, 10.0, 13.0, 17.0, 20.0, 23.0, 27.0, 30.0, 33.0, 36.0, 40.0, 43.0, 46.0, 49.0, 53.0, 56.0, 59.0, 63.0, 66.0, 69.0, 72.0, 76.0, 79.0, 82.0, 86.0, 89.0, 92.0]|[189.177, 188.67, 189.465, 189.463, 189.782, 189.649, 189.928, 190.555, 189.806, 190.726, 191.838, 191.048, 190.968, 191.342, 191.633, 192.129, 191.906, 190.708, 189.408, 188.937, 188.864, 189.684, 191.536, 191.812, 192.094, 187.655, 186.856]|[]|[]
studied|22.72|23.1|0.0|0.0|0.0|VBN|||-1|-5.9458|4.4161|72.5322|-964.7447|0.4046|7.2003|1.883|27.4565|[42.0, 44.0, 46.0, 47.0, 49.0, 50.0, 52.0, 53.0, 55.0, 57.0, 58.0, 60.0, 61.0, 63.0, 64.0, 66.0, 68.0, 69.0, 71.0, 72.0, 74.0, 75.0, 77.0, 78.0, 80.0, 82.0, 83.0, 85.0, 86.0, 88.0, 89.0, 91.0, 93.0, 94.0, 96.0]|[201.859, 199.809, 193.845, 191.17, 190.176, 188.767, 188.929, 189.708, 187.888, 186.612, 184.661, 182.813, 181.055, 182.73, 186.603, 189.384, 190.501, 190.492, 190.394, 189.283, 189.435, 189.148, 189.746, 190.348, 190.227, 190.349, 190.261, 188.773, 186.98, 185.167, 183.606, 183.142, 182.362, 182.694, 184.506]|[]|[]
in|23.1|23.37|0.0|0.0|0.0|IN|||-1|-6.8325|5.3329|107.0755|1057.0409|0.4082|3.1459|1.7585|12.8799|[5.0, 7.0, 10.0, 12.0, 14.0, 17.0, 19.0, 21.0, 24.0, 26.0, 28.0, 31.0, 33.0, 35.0, 38.0, 40.0, 42.0, 45.0, 47.0, 49.0, 52.0, 54.0, 57.0, 59.0, 61.0, 64.0, 66.0, 68.0, 71.0, 73.0, 75.0, 78.0, 80.0, 82.0, 85.0, 87.0, 89.0, 92.0, 94.0]|[184.59, 184.895, 185.418, 183.689, 182.829, 183.198, 182.696, 182.58, 182.194, 181.647, 181.38, 180.517, 178.927, 178.628, 178.162, 178.671, 178.747, 178.178, 179.92, 180.441, 180.56, 180.068, 180.718, 181.45, 180.471, 179.519, 178.803, 179.143, 178.615, 177.67, 177.242, 176.183, 173.635, 174.141, 171.921, 171.676, 175.083, 168.442, 167.509]|[]|[]
